review_text,stars,needs_reply
Great app! Instantly bought premium! Would it be possible to scale the widget (or make a new one) that's fits a small 1x1 size? I replaced my previous habit tracker with this app and I really miss that feature! I'm sure it will help others too! Keep up the good work!,5,0
"Has been very useful this past year, no longer need to think or stress about a long list of tasks.",5,0
So far so good..Im seeing if its worth paying for...Ive tried sooo many organizational apps.,4,0
osm app but now its update an I am not able to see my all reminders that I use to remind my self before uninstalling the app,2,1
Lot more easy and practical... maintaining calendar is fun...loved the widget,4,0
"Almost perfect. If the app just have Hejri calendar integration like Google 
calendar",2,1
Love the look of this agenda. List feature is great way to track & complete to do lists!,4,0
Good concept with poor design. The widget needs a redesign - currently it wastes a lot of space on my homescreen. The forum section is good.,2,1
The app does not sync with my Google calendar and there is no sync option or refresh option. Meetings etc are not shown and I have to go back to the Google calendar or acalender to make sure I don't miss anything. Events made on my tablet do not show on my phone. Please fix this. It's such a great app if it just worked.,2,1
The pop-up advertisements make the free version impossible to use. I will be forced to change to a different app after years of use,1,1
"This app needs access to everything so of course like a dipshitidiot I gave access. Next time I went to sign into something else my passwords were flagged and a warning pops up stating that ""an app or website has compromised your passwords"". I stupidly bought this app because you cannot customize without buying, I should have deleted right then, but I still paid. Now my passwords have been compromised by this app, I'm spending extra time changing passwords to protect my data all because of the",1,1
You can only add 7 habit for free version.,2,1
Like the app. Either I haven't found it or they don't have it in the free app but I would like to see a calendar with all the habits listed each day. Would be fun to see at the end of the month all that I did on one calendar.,4,0
Any Do Moments are not working for me.. 😪 Please look into it.,3,0
"I was using journal but can't write much until my hand gets better so I was looking for the app to plan my day preciously by time. Thought time line of this app would work, like all the icon and pre-made taps. But disappointed that I can not use those icons by itself for my event unless you creat another ""routine"" If dev's can modify the app that makes all those taps can be added to timeline by itself with my own time not only as events or routine, that would be perfect! Thanks",3,1
"Too spammy. Repeated notifications pushing for a rating. I rated, then 
uninstalled.",2,1
